recipient_id,created_ts,receive_country,payout_method,account_masked
R01445,2026-03-20 17:57:53,GH,mtn_momo,***8530
R01446,2026-01-09 13:01:41,UG,mtn_momo,***6201
R01447,2026-02-17 15:33:49,KE,mpesa,***6703
R01448,2026-03-30 14:02:52,KE,bank,***8256
R01449,2026-03-28 22:28:31,KE,bank,***3604
R01450,2026-01-12 21:48:21,UG,airtel_money,***6736
R01451,2026-01-07 22:04:23,TZ,tigopesa,***9331
R01452,2026-01-29 08:08:04,TZ,tigopesa,***6227
R01453,2026-01-20 08:09:40,TZ,mpesa,***8838
R01454,2026-02-19 18:22:21,KE,mpesa,***2121
R01455,2026-01-31 11:38:25,GH,bank,***8142
R01456,2026-03-07 06:36:32,KE,bank,***6951
R01457,2026-01-21 18:02:07,KE,bank,***7450
R01458,2026-02-05 14:06:16,UG,mtn_momo,***8319
R01459,2026-03-23 14:55:08,UG,mtn_momo,***9518
R01460,2026-01-23 10:46:53,NG,bank,***5681
R01461,2026-03-21 16:15:43,NG,bank,***3950
R01462,2026-01-13 08:10:35,NG,bank,***1204
R01463,2026-02-03 10:23:56,NG,bank,***3391
R01464,2026-01-09 06:19:51,GH,bank,***4751
R01465,2026-03-07 17:45:18,GH,bank,***9863
R01466,2026-02-21 12:57:56,UG,airtel_money,***6603
R01467,2026-03-29 08:12:24,GH,mtn_momo,***1871
R01468,2026-01-01 15:39:17,GH,mtn_momo,***1057
R01469,2026-02-08 18:22:42,KE,bank,***7943
R01470,2026-02-04 15:18:44,KE,mpesa,***5498
R01471,2026-01-09 19:59:47,KE,bank,***8007
R01472,2026-01-16 10:00:13,KE,mpesa,***5213
R01473,2026-01-30 20:15:59,KE,mpesa,***7565
R01474,2026-02-21 16:34:43,NG,bank,***3555
R01475,2026-01-21 13:24:33,UG,mtn_momo,***8971
R01476,2026-01-05 09:05:19,KE,bank,***1392
R01477,2026-02-16 12:43:55,GH,mtn_momo,***3058
R01478,2026-02-07 15:40:13,NG,bank,***9601
R01479,2026-01-12 14:26:43,TZ,mpesa,***6007
R01480,2026-02-01 07:24:57,GH,mtn_momo,***6819
R01481,2026-01-22 13:38:51,NG,bank,***3937
R01482,2026-02-22 07:45:23,KE,mpesa,***8201
R01483,2026-03-16 19:14:30,KE,bank,***9740
R01484,2026-01-16 21:52:21,KE,mpesa,***9557
R01485,2026-02-09 12:46:18,UG,mtn_momo,***4532
R01486,2026-02-22 08:08:39,NG,bank,***6060
R01487,2026-03-31 21:07:09,UG,mtn_momo,***5456
R01488,2026-01-03 12:42:10,UG,airtel_money,***3545
R01489,2026-03-24 06:27:25,UG,mtn_momo,***3321
R01490,2026-01-16 21:45:29,KE,bank,***5853
R01491,2026-01-29 12:57:52,KE,bank,***7832
R01492,2026-01-29 19:19:22,KE,mpesa,***1724
R01493,2026-01-21 16:26:57,NG,bank,***2578
R01494,2026-03-13 10:51:39,NG,bank,***2965
R01495,2026-01-23 21:09:42,TZ,tigopesa,***6533
R01496,2026-01-28 14:39:59,TZ,tigopesa,***8347
R01497,2026-01-15 08:26:37,UG,airtel_money,***8882
R01498,2026-02-03 22:45:44,KE,mpesa,***5897
R01499,2026-01-15 18:19:45,UG,mtn_momo,***8337
R01500,2026-03-21 16:30:20,UG,airtel_money,***7088
R01501,2026-02-14 13:44:25,UG,airtel_money,***6515
R01502,2026-01-11 08:16:57,GH,mtn_momo,***1135
R01503,2026-01-01 18:41:51,GH,bank,***9486
R01504,2026-03-16 10:30:01,GH,mtn_momo,***7612
R01505,2026-02-27 11:44:28,KE,bank,***9476
R01506,2026-01-17 15:25:31,KE,bank,***3837
R01507,2026-01-26 10:06:38,KE,mpesa,***3107
R01508,2026-03-01 10:34:57,KE,bank,***8745
R01509,2026-02-20 17:01:27,KE,bank,***6700
R01510,2026-03-03 07:48:30,KE,mpesa,***4631
R01511,2026-02-04 19:29:06,KE,bank,***1247
R01512,2026-02-16 09:30:48,NG,bank,***8717
R01513,2026-02-19 07:47:10,GH,mtn_momo,***5635
R01514,2026-01-01 11:51:09,TZ,mpesa,***4904
R01515,2026-03-11 22:21:01,TZ,tigopesa,***6729
R01516,2026-03-08 21:26:38,GH,bank,***8639
R01517,2026-03-07 16:47:32,TZ,tigopesa,***4978
R01518,2026-02-10 18:09:59,TZ,tigopesa,***6600
R01519,2026-03-05 11:20:47,TZ,tigopesa,***6712
R01520,2026-02-05 13:59:42,UG,mtn_momo,***4416
R01521,2026-03-30 06:25:49,TZ,mpesa,***4371
R01522,2026-01-23 19:14:29,KE,bank,***8749
R01523,2026-03-11 22:19:30,KE,mpesa,***3036
R01524,2026-03-22 20:50:31,TZ,tigopesa,***1082
R01525,2026-02-02 19:36:39,NG,bank,***3928
R01526,2026-01-14 19:26:13,TZ,mpesa,***1185
R01527,2026-01-28 22:31:12,TZ,tigopesa,***9794
R01528,2026-01-03 17:31:40,NG,bank,***5451
R01529,2026-01-01 13:36:12,GH,bank,***7108
R01530,2026-03-08 07:25:52,GH,bank,***5711
R01531,2026-02-26 07:09:24,GH,mtn_momo,***5550
R01532,2026-01-28 21:02:02,GH,mtn_momo,***6420
R01533,2026-01-25 08:44:41,GH,mtn_momo,***7551
R01534,2026-01-11 15:29:07,UG,airtel_money,***1035
R01535,2026-03-16 22:23:33,UG,airtel_money,***1403
R01536,2026-02-12 09:35:54,UG,mtn_momo,***1497
R01537,2026-03-12 18:13:51,TZ,tigopesa,***8098
R01538,2026-03-14 19:45:23,TZ,tigopesa,***1258
R01539,2026-02-23 17:46:18,TZ,tigopesa,***9875
R01540,2026-01-29 18:07:02,TZ,mpesa,***5220
R01541,2026-03-17 07:36:48,GH,mtn_momo,***9686
R01542,2026-03-13 19:23:02,TZ,mpesa,***7097
R01543,2026-03-30 21:44:54,TZ,mpesa,***9825
R01544,2026-02-22 15:33:05,TZ,tigopesa,***5428
R01545,2026-02-01 07:38:24,GH,mtn_momo,***1728
R01546,2026-01-03 18:42:35,UG,mtn_momo,***3536
R01547,2026-02-28 21:20:35,UG,mtn_momo,***5653
R01548,2026-01-21 09:08:21,UG,airtel_money,***6018
R01549,2026-03-04 18:23:13,GH,bank,***3815
R01550,2026-03-06 11:13:40,GH,bank,***2281
R01551,2026-01-04 08:59:29,GH,mtn_momo,***4110
R01552,2026-01-19 09:26:32,TZ,tigopesa,***8221
R01553,2026-01-06 19:07:44,TZ,tigopesa,***6674
R01554,2026-03-21 06:47:02,KE,bank,***7914
R01555,2026-03-18 13:17:38,KE,bank,***3965
R01556,2026-03-06 06:23:42,KE,bank,***3624
R01557,2026-03-16 22:40:55,GH,mtn_momo,***4814
R01558,2026-02-19 12:57:35,KE,mpesa,***4911
R01559,2026-02-07 08:45:35,TZ,mpesa,***7060
R01560,2026-03-04 14:36:38,TZ,tigopesa,***3826
R01561,2026-01-18 16:24:08,NG,bank,***3363
R01562,2026-02-21 06:30:27,TZ,mpesa,***4358
R01563,2026-02-20 12:04:58,GH,bank,***9848
R01564,2026-01-04 12:01:41,GH,bank,***3492
R01565,2026-01-18 11:18:24,TZ,tigopesa,***7289
R01566,2026-03-31 12:36:40,GH,bank,***1551
R01567,2026-01-07 16:55:16,UG,airtel_money,***6903
R01568,2026-02-19 19:11:04,UG,airtel_money,***5691
R01569,2026-03-27 18:56:58,TZ,tigopesa,***2720
R01570,2026-03-08 19:30:51,NG,bank,***8105
R01571,2026-01-27 20:08:00,UG,airtel_money,***1330
R01572,2026-02-12 18:33:25,UG,airtel_money,***4435
R01573,2026-01-02 10:57:57,TZ,tigopesa,***8272
R01574,2026-01-23 07:22:17,TZ,mpesa,***6365
R01575,2026-01-11 06:07:50,TZ,tigopesa,***1058
R01576,2026-03-12 15:20:38,KE,mpesa,***8434
R01577,2026-01-17 11:42:21,KE,bank,***3341
R01578,2026-01-03 22:21:41,KE,mpesa,***9251
R01579,2026-02-04 06:42:48,KE,bank,***4380
R01580,2026-02-12 21:21:57,KE,mpesa,***3852
R01581,2026-01-29 20:33:19,NG,bank,***4500
R01582,2026-01-10 19:22:56,TZ,mpesa,***6782
R01583,2026-03-28 06:31:32,NG,bank,***4894
R01584,2026-02-15 12:10:16,KE,bank,***4714
R01585,2026-02-02 09:15:06,KE,mpesa,***5153
R01586,2026-01-20 12:42:15,KE,mpesa,***9795
R01587,2026-03-31 07:47:22,KE,mpesa,***3685
R01588,2026-03-09 15:32:15,GH,bank,***4422
R01589,2026-03-19 18:16:22,GH,mtn_momo,***8622
R01590,2026-02-20 07:13:15,GH,bank,***8141
R01591,2026-03-27 13:16:23,TZ,mpesa,***7648
R01592,2026-03-24 09:57:50,TZ,tigopesa,***2741
R01593,2026-01-29 10:56:37,TZ,tigopesa,***2553
R01594,2026-03-20 20:40:40,UG,airtel_money,***4346
R01595,2026-02-12 13:07:30,UG,airtel_money,***9164
R01596,2026-02-01 22:09:50,KE,mpesa,***9106
R01597,2026-03-12 20:02:19,TZ,tigopesa,***4791
R01598,2026-02-02 13:42:11,TZ,mpesa,***7005
R01599,2026-03-09 13:42:12,TZ,mpesa,***9171
R01600,2026-02-05 07:10:10,UG,airtel_money,***9126
R01601,2026-01-27 08:18:29,UG,mtn_momo,***3524
R01602,2026-02-24 12:51:02,UG,mtn_momo,***6250
R01603,2026-02-01 11:03:49,UG,airtel_money,***1123
R01604,2026-01-09 15:31:45,GH,bank,***1102
R01605,2026-02-01 10:23:58,GH,bank,***2880
R01606,2026-03-03 18:28:31,GH,mtn_momo,***2431
R01607,2026-01-30 09:21:52,KE,mpesa,***8990
R01608,2026-01-19 17:42:56,TZ,tigopesa,***4352
R01609,2026-02-18 19:23:37,KE,mpesa,***9019
R01610,2026-03-29 10:56:36,NG,bank,***8755
R01611,2026-01-10 07:07:57,NG,bank,***4540
R01612,2026-03-08 17:19:08,NG,bank,***9557
R01613,2026-03-01 13:59:41,TZ,tigopesa,***8393
R01614,2026-02-11 10:53:06,UG,airtel_money,***4618
R01615,2026-01-16 21:31:47,UG,airtel_money,***6231
R01616,2026-02-17 20:12:55,UG,airtel_money,***5882
R01617,2026-04-17 21:32:55,GH,bank,***3903
R01618,2026-04-03 07:31:16,NG,bank,***5998
R01619,2026-04-01 15:17:49,TZ,mpesa,***2827
R01620,2026-04-28 09:45:51,UG,mtn_momo,***4293
R01621,2026-02-03 14:37:33,NG,bank,***9873
