transaction_id,user_id,recipient_id,created_ts,send_amount,send_currency,receive_amount,receive_currency,fx_rate,fee_amount,payment_method,payout_method,device_id,ip_address,status,decline_reason
T0001058,U00053,R00119,2026-06-15 20:45:35,117.93,EUR,195742.47,NGN,1659.8305,1.18,debit_card,bank,DV00053,DE.66.57.151,completed,
T0010432,U00475,R00973,2026-06-15 20:49:29,349.04,USD,894610.86,TZS,2563.0479,3.49,google_pay,tigopesa,DV00475,US.173.181.63,completed,
T0016176,U00739,R01490,2026-06-15 21:20:44,230.5,USD,29651.13,KES,128.6409,2.3,debit_card,bank,DV00739,US.170.120.172,completed,
T0015443,U00706,R01419,2026-06-15 21:28:10,350.5,GBP,1166268.52,TZS,3327.4653,3.5,bank_transfer,tigopesa,DV00706,GB.218.163.146,completed,
T0012258,U00559,R01128,2026-06-15 21:31:36,262.49,GBP,43781.9,KES,166.7956,2.62,debit_card,bank,DV00559,GB.68.58.252,completed,
T0004556,U00214,R00443,2026-06-15 21:47:37,228.05,GBP,438804.4,NGN,1924.1372,2.28,apple_pay,bank,DV00214,GB.195.29.153,completed,
T0003986,U00187,R00390,2026-06-15 21:52:07,90.83,USD,11562.57,KES,127.3007,0.91,debit_card,mpesa,DV00187,US.190.240.187,completed,
T0017577,U00799,R01619,2026-06-15 22:02:10,1764.29,GBP,5858525.95,TZS,3320.611,17.64,bank_transfer,mpesa,DVX4029,NG.194.95.52,completed,
T0001224,U00062,R00136,2026-06-15 22:06:06,178.1,USD,270628.25,NGN,1519.5009,1.78,bank_transfer,bank,DV00062,US.35.175.165,completed,
T0017578,U00799,R01616,2026-06-15 22:14:10,1688.71,GBP,8038145.43,UGX,4759.9302,16.89,bank_transfer,airtel_money,DVX4029,NG.173.148.134,completed,
T0017579,U00799,R01619,2026-06-15 22:26:10,1968.87,GBP,6470765.89,TZS,3286.5397,19.69,bank_transfer,mpesa,DVX4029,NG.196.241.195,completed,
T0007116,U00334,R00682,2026-06-15 22:37:06,224.76,GBP,1060201.58,UGX,4717.1195,2.25,debit_card,airtel_money,DV00334,GB.13.60.69,completed,
T0009458,U00433,R00894,2026-06-15 22:49:12,135.16,USD,2016.81,GHS,14.9222,1.35,debit_card,mtn_momo,DV00433,US.106.222.19,completed,
T0006303,U00299,R00606,2026-06-15 22:52:48,70.97,GBP,1354.88,GHS,19.0897,0.71,debit_card,bank,DV00299,GB.193.94.57,completed,
T0003048,U00145,R00302,2026-06-16 06:00:10,202.95,GBP,679121.21,TZS,3346.1884,2.03,debit_card,tigopesa,DV00145,GB.121.253.184,completed,
T0004656,U00218,R00450,2026-06-16 06:00:34,198.04,USD,300345.82,NGN,1516.6186,1.98,debit_card,bank,DV00218,US.117.23.98,completed,
T0003247,U00153,R00317,2026-06-16 06:14:41,56.62,EUR,159127.81,TZS,2810.6575,0.57,apple_pay,mpesa,DV00153,DE.94.138.39,completed,
T0001350,U00068,R00148,2026-06-16 06:23:25,109.15,GBP,364763.4,TZS,3341.7792,1.09,debit_card,mpesa,DV00068,GB.242.202.170,completed,
T0008649,U00401,R00835,2026-06-16 06:34:09,307.7,GBP,585471.35,NGN,1902.7286,3.08,apple_pay,bank,DV00401,GB.80.53.66,completed,
T0012093,U00551,R01113,2026-06-16 06:41:42,88.54,USD,11290.68,KES,127.5276,0.89,debit_card,bank,DV00551,US.87.124.91,completed,
T0012350,U00561,R01131,2026-06-16 07:38:25,47.22,USD,124434.76,TZS,2635.1848,0.5,bank_transfer,mpesa,DV00561,US.29.174.182,completed,
T0010285,U00470,R00967,2026-06-16 07:49:44,45.16,USD,68630.82,NGN,1519.6148,0.5,debit_card,bank,DV00470,US.29.244.234,completed,
T0006554,U00308,R00624,2026-06-16 07:54:32,417.77,GBP,1392107.87,TZS,3332.2092,4.18,bank_transfer,mpesa,DV00308,GB.134.252.140,completed,
T0013811,U00626,R01258,2026-06-16 08:09:12,144.6,USD,2192.46,GHS,15.1619,1.45,debit_card,mtn_momo,DV00626,US.152.101.11,completed,
T0014036,U00638,R01280,2026-06-16 08:15:32,193.04,USD,24738.26,KES,128.1512,1.93,debit_card,mpesa,DV00638,US.49.177.239,completed,
T0007893,U00368,R00753,2026-06-16 08:20:38,78.13,GBP,261338.26,TZS,3344.8248,0.78,debit_card,mpesa,DV00368,GB.175.166.8,completed,
T0006538,U00307,R00622,2026-06-16 08:33:09,475.9,GBP,904095.04,NGN,1899.7413,4.76,debit_card,bank,DV00307,GB.89.81.177,completed,
T0012063,U00550,R01110,2026-06-16 08:45:15,195.85,GBP,3713.49,GHS,18.9605,1.96,bank_transfer,bank,DV00550,GB.124.34.213,completed,
T0000533,U00028,R00065,2026-06-16 08:52:26,328.06,GBP,1529376.39,UGX,4661.8886,3.28,bank_transfer,mtn_momo,DV00028,GB.52.221.56,completed,
T0014973,U00686,R01383,2026-06-16 08:56:14,157.67,USD,583983.31,UGX,3703.8396,1.58,bank_transfer,airtel_money,DV00686,US.43.166.195,completed,
T0009516,U00435,R00897,2026-06-16 08:57:12,363.95,EUR,6062.56,GHS,16.6577,3.64,bank_transfer,bank,DV00435,DE.119.234.73,completed,
T0017726,U00098,R00204,2026-06-16 09:07:10,7.92,GBP,36787.36,UGX,4646.7139,0.5,debit_card,mtn_momo,DVX4465,US.118.137.116,failed,card_declined
T0017727,U00098,R00204,2026-06-16 09:09:10,3.84,GBP,17992.92,UGX,4682.1808,0.5,debit_card,mtn_momo,DVX4465,US.23.219.182,failed,card_declined
T0017728,U00098,R00204,2026-06-16 09:11:10,2.34,GBP,11086.66,UGX,4730.1614,0.5,debit_card,mtn_momo,DVX4465,US.53.180.28,failed,card_declined
T0017729,U00098,R00204,2026-06-16 09:13:10,7.73,GBP,35933.87,UGX,4651.0902,0.5,debit_card,mtn_momo,DVX4465,US.254.253.154,failed,card_declined
T0017730,U00098,R00204,2026-06-16 09:15:10,3.86,GBP,18073.1,UGX,4684.117,0.5,debit_card,mtn_momo,DVX4465,US.204.3.233,failed,card_declined
T0017731,U00098,R00204,2026-06-16 09:17:10,1.06,GBP,4936.94,UGX,4666.446,0.5,debit_card,mtn_momo,DVX4465,US.177.190.223,failed,card_declined
T0002389,U00116,R00249,2026-06-16 09:49:01,170.68,GBP,328005.55,NGN,1921.7982,1.71,bank_transfer,bank,DV00116,GB.204.119.220,completed,
T0013838,U00628,R01262,2026-06-16 10:03:37,239.79,GBP,788347.5,TZS,3287.7007,2.4,bank_transfer,mpesa,DV00628,GB.241.22.234,completed,
T0003898,U00183,R00385,2026-06-16 10:09:18,501.07,USD,1302646.76,TZS,2599.7381,5.01,google_pay,mpesa,DV00183,US.232.26.164,completed,
T0011913,U00544,R01098,2026-06-16 10:09:25,265.67,USD,402641.64,NGN,1515.5704,2.66,debit_card,bank,DV00544,US.127.227.98,completed,
T0014325,U00651,R01304,2026-06-16 10:26:42,320.62,GBP,1489559.13,UGX,4645.919,3.21,debit_card,mtn_momo,DV00651,GB.123.242.41,completed,
T0013335,U00603,R01220,2026-06-16 10:38:20,145.42,GBP,2803.68,GHS,19.2801,1.45,bank_transfer,bank,DV00603,GB.241.191.167,completed,
T0015111,U00691,R01392,2026-06-16 11:15:25,160.61,GBP,305546.96,NGN,1902.4649,1.61,debit_card,bank,DV00691,GB.6.183.95,completed,
T0006986,U00330,R00672,2026-06-16 11:19:11,205.92,GBP,686966.5,TZS,3336.0915,2.06,bank_transfer,mpesa,DV00330,GB.66.107.1,completed,
T0016323,U00745,R01504,2026-06-16 11:20:45,247.51,USD,3697.26,GHS,14.9375,2.48,debit_card,mtn_momo,DV00745,US.248.180.137,completed,
T0008221,U00381,R00785,2026-06-16 11:38:01,198.22,GBP,927449.51,UGX,4678.8607,1.98,bank_transfer,airtel_money,DV00381,GB.106.41.132,completed,
T0016541,U00753,R01520,2026-06-16 11:43:47,197.09,GBP,924480.19,UGX,4690.7145,1.97,debit_card,mtn_momo,DV00753,GB.182.223.150,completed,
T0011678,U00533,R01079,2026-06-16 11:52:15,286.02,USD,4260.05,GHS,14.894,2.86,bank_transfer,bank,DV00533,US.181.52.194,completed,
T0017311,U00789,R01591,2026-06-16 11:57:52,340.87,GBP,1135117.0,TZS,3330.0749,3.41,debit_card,mpesa,DV00789,GB.245.219.197,completed,
T0014700,U00673,R01349,2026-06-16 12:03:07,357.25,GBP,1168166.7,TZS,3269.9258,3.57,debit_card,tigopesa,DV00673,GB.27.108.94,failed,insufficient_funds
T0013884,U00631,R01267,2026-06-16 12:09:48,65.39,USD,8455.4,KES,129.2975,0.65,bank_transfer,bank,DV00631,US.59.237.115,completed,
T0001990,U00098,R00204,2026-06-16 12:16:15,582.01,GBP,2703252.85,UGX,4644.7219,5.82,debit_card,mtn_momo,DV00098,GB.99.171.186,completed,
T0015023,U00688,R01385,2026-06-16 12:31:32,192.32,GBP,907117.05,UGX,4716.6866,1.92,debit_card,airtel_money,DV00688,GB.98.51.214,completed,
T0010039,U00460,R00947,2026-06-16 13:15:04,406.94,USD,1509026.01,UGX,3708.2526,4.07,google_pay,airtel_money,DV00460,US.196.71.56,completed,
T0000938,U00048,R00108,2026-06-16 13:17:12,288.36,EUR,4763.45,GHS,16.5192,2.88,apple_pay,bank,DV00048,DE.107.28.165,completed,
T0017401,U00793,R01601,2026-06-16 13:51:03,220.17,EUR,887731.14,UGX,4031.9975,2.2,debit_card,mtn_momo,DV00793,DE.70.210.79,completed,
T0011537,U00528,R01071,2026-06-16 13:52:03,118.31,GBP,548233.23,UGX,4633.9823,1.18,debit_card,mtn_momo,DV00528,GB.74.224.171,completed,
T0014620,U00668,R01339,2026-06-16 14:03:22,90.43,EUR,1507.65,GHS,16.6722,0.9,apple_pay,bank,DV00668,DE.150.23.163,completed,
T0004468,U00210,R00438,2026-06-16 14:20:08,304.34,GBP,1015944.48,TZS,3338.1658,3.04,bank_transfer,tigopesa,DV00210,GB.107.132.146,completed,
T0007426,U00349,R00715,2026-06-16 14:43:19,152.62,GBP,2927.97,GHS,19.1841,1.53,apple_pay,mtn_momo,DV00349,GB.164.32.76,completed,
T0008756,U00403,R00839,2026-06-16 14:52:43,121.13,GBP,19822.24,KES,163.6487,1.21,debit_card,mpesa,DV00403,GB.100.220.250,completed,
T0001194,U00061,R00135,2026-06-16 14:52:56,131.32,USD,1980.23,GHS,15.079,1.31,bank_transfer,mtn_momo,DV00061,US.60.38.93,completed,
T0013174,U00598,R01210,2026-06-16 15:12:46,69.42,GBP,1306.21,GHS,18.8162,0.69,debit_card,mtn_momo,DV00598,GB.184.75.117,completed,
T0007539,U00353,R00722,2026-06-16 15:18:08,91.44,GBP,15166.1,KES,165.8545,0.91,bank_transfer,bank,DV00353,GB.221.91.206,completed,
T0012198,U00557,R01124,2026-06-16 15:29:28,150.88,GBP,24972.69,KES,165.5148,1.51,debit_card,mpesa,DV00557,GB.123.40.116,completed,
T0010282,U00469,R00966,2026-06-16 16:06:47,134.96,GBP,22087.16,KES,163.6545,1.35,apple_pay,mpesa,DV00469,GB.28.165.164,completed,
T0008324,U00385,R00796,2026-06-16 16:08:51,172.14,GBP,324255.92,NGN,1883.6399,1.72,apple_pay,bank,DV00385,GB.22.131.178,completed,
T0000976,U00049,R00110,2026-06-16 16:29:24,188.37,GBP,3595.35,GHS,19.0867,1.88,apple_pay,mtn_momo,DV00049,GB.57.90.208,completed,
T0007155,U00336,R00685,2026-06-16 16:39:55,154.22,EUR,21812.6,KES,141.4366,1.54,apple_pay,bank,DV00336,DE.213.125.140,completed,
T0004586,U00216,R00447,2026-06-16 16:52:34,322.53,EUR,5338.76,GHS,16.5526,3.23,debit_card,mtn_momo,DV00216,DE.33.5.142,completed,
T0006194,U00292,R00592,2026-06-16 17:04:37,196.91,USD,505846.2,TZS,2568.9683,1.97,debit_card,mpesa,DV00292,US.172.163.76,completed,
T0012513,U00569,R01145,2026-06-16 17:05:48,181.39,GBP,597960.98,TZS,3296.6184,1.81,bank_transfer,mpesa,DV00569,GB.12.36.186,completed,
T0014518,U00662,R01327,2026-06-16 17:30:34,247.93,USD,638588.25,TZS,2575.6445,2.48,debit_card,mpesa,DV00662,US.246.90.169,completed,
T0006443,U00304,R00618,2026-06-16 17:30:39,90.43,GBP,14918.16,KES,164.9705,0.9,debit_card,mpesa,DV00304,GB.145.71.41,completed,
T0003829,U00181,R00382,2026-06-16 17:43:53,303.29,USD,789924.54,TZS,2604.536,3.03,debit_card,mpesa,DV00181,US.65.215.73,completed,
T0009616,U00439,R00902,2026-06-16 17:52:57,295.08,USD,4401.17,GHS,14.915,2.95,debit_card,mtn_momo,DV00439,US.41.147.185,completed,
T0009881,U00453,R00932,2026-06-16 17:58:01,199.61,USD,298436.99,NGN,1495.1347,2.0,google_pay,bank,DV00453,US.62.225.13,completed,
T0012880,U00584,R01177,2026-06-16 18:12:41,373.81,GBP,7194.44,GHS,19.2463,3.74,google_pay,mtn_momo,DV00584,GB.60.85.112,completed,
T0013538,U00614,R01239,2026-06-16 18:26:58,433.2,USD,649004.41,NGN,1498.1565,4.33,debit_card,bank,DV00614,US.191.130.155,completed,
T0015339,U00702,R01413,2026-06-16 18:31:36,201.96,GBP,669307.3,TZS,3314.0303,2.02,debit_card,tigopesa,DV00702,GB.32.45.134,completed,
T0005631,U00265,R00538,2026-06-16 18:48:45,256.61,GBP,1194505.51,UGX,4654.9306,2.57,debit_card,airtel_money,DV00265,GB.76.240.22,completed,
T0014027,U00638,R01280,2026-06-16 19:05:33,100.29,USD,13119.0,KES,130.8075,1.0,debit_card,mpesa,DV00638,US.109.235.235,completed,
T0000928,U00048,R00108,2026-06-16 19:20:49,158.32,EUR,2641.69,GHS,16.6855,1.58,bank_transfer,bank,DV00048,DE.93.25.230,completed,
T0003886,U00182,R00384,2026-06-16 19:30:27,68.81,GBP,128962.21,NGN,1874.068,0.69,debit_card,bank,DV00182,GB.113.198.173,completed,
T0000415,U00020,R00045,2026-06-16 19:40:56,405.18,GBP,67002.19,KES,165.3621,4.05,debit_card,bank,DV00020,GB.147.36.13,completed,
T0001941,U00096,R00201,2026-06-16 19:44:04,156.52,USD,405947.28,TZS,2593.6369,1.57,google_pay,mpesa,DV00096,US.126.85.64,completed,
T0011373,U00519,R01056,2026-06-16 20:07:19,51.71,GBP,242851.96,UGX,4695.9893,0.52,debit_card,mtn_momo,DV00519,GB.32.191.67,completed,
T0012380,U00562,R01132,2026-06-16 20:08:19,105.69,USD,276408.68,TZS,2615.3463,1.06,bank_transfer,mpesa,DV00562,US.134.107.151,completed,
T0000081,U00005,R00010,2026-06-16 20:16:57,80.74,GBP,262709.68,TZS,3253.6675,0.81,bank_transfer,tigopesa,DV00005,GB.173.106.101,failed,card_declined
T0005941,U00280,R00566,2026-06-16 20:28:27,118.52,USD,306127.76,TZS,2582.9006,1.19,bank_transfer,tigopesa,DV00280,US.42.156.10,completed,
T0017426,U00794,R01604,2026-06-16 20:29:49,355.08,EUR,5884.16,GHS,16.5713,3.55,bank_transfer,bank,DV00794,DE.198.118.152,completed,
T0001394,U00071,R00154,2026-06-16 20:38:07,433.46,EUR,1221063.09,TZS,2817.0344,4.33,apple_pay,tigopesa,DV00071,DE.205.191.12,completed,
T0014805,U00677,R01361,2026-06-16 21:07:21,200.99,USD,754386.55,UGX,3753.3379,2.01,google_pay,airtel_money,DV00677,US.251.181.77,completed,
T0012453,U00565,R01139,2026-06-16 21:14:09,368.8,GBP,60471.62,KES,163.9702,3.69,bank_transfer,bank,DV00565,GB.108.8.37,completed,
T0011607,U00531,R01076,2026-06-16 21:29:15,77.65,GBP,146882.81,NGN,1891.5493,0.78,debit_card,bank,DV00531,GB.27.75.206,completed,
T0016171,U00739,R01492,2026-06-16 21:51:58,394.62,USD,50437.35,KES,127.8111,3.95,debit_card,mpesa,DV00739,US.120.61.175,completed,
T0008402,U00387,R00802,2026-06-16 21:53:27,101.15,GBP,1936.33,GHS,19.1426,1.01,google_pay,bank,DV00387,GB.86.36.138,completed,
T0004281,U00201,R00420,2026-06-16 21:57:16,167.1,GBP,316186.14,NGN,1892.2287,1.67,bank_transfer,bank,DV00201,GB.178.58.8,completed,
T0014209,U00645,R01292,2026-06-16 21:57:47,255.06,GBP,42143.2,KES,165.2309,2.55,debit_card,mpesa,DV00645,GB.144.171.127,completed,
T0003055,U00146,R00304,2026-06-16 22:07:14,213.74,GBP,997066.68,UGX,4664.8014,2.14,debit_card,mtn_momo,DV00146,GB.138.176.150,completed,
T0015920,U00730,R01471,2026-06-16 22:11:13,254.43,GBP,42208.75,KES,165.8962,2.54,debit_card,bank,DV00730,GB.47.230.91,completed,
T0000664,U00035,R00080,2026-06-16 22:20:45,210.44,GBP,34249.46,KES,162.75,2.1,debit_card,mpesa,DV00035,GB.178.106.55,completed,
T0003765,U00176,R00369,2026-06-16 22:22:47,185.41,EUR,3091.36,GHS,16.6733,1.85,bank_transfer,bank,DV00176,DE.134.43.28,completed,
T0009526,U00436,R00898,2026-06-16 22:29:14,126.39,GBP,421084.11,TZS,3331.686,1.26,google_pay,mpesa,DV00436,GB.136.169.154,completed,
T0015037,U00689,R01386,2026-06-16 22:39:02,460.62,GBP,1524190.13,TZS,3309.0301,4.61,debit_card,mpesa,DV00689,GB.5.91.145,completed,
T0016757,U00764,R01545,2026-06-16 22:43:08,279.72,GBP,5352.4,GHS,19.135,2.8,debit_card,mtn_momo,DV00764,GB.234.169.11,completed,
T0001316,U00067,R00147,2026-06-16 22:44:08,427.55,USD,635305.72,NGN,1485.9192,4.28,debit_card,bank,DV00067,US.159.128.177,completed,
T0012633,U00572,R01151,2026-06-16 22:51:30,59.35,EUR,98592.46,NGN,1661.2456,0.59,debit_card,bank,DV00572,DE.28.248.171,completed,
T0009877,U00452,R00930,2026-06-17 06:05:54,118.75,GBP,224490.44,NGN,1890.4286,1.19,debit_card,bank,DV00452,GB.55.53.214,completed,
T0004715,U00220,R00452,2026-06-17 06:17:29,228.51,USD,3416.7,GHS,14.9521,2.29,bank_transfer,bank,DV00220,US.41.178.128,completed,
T0009023,U00414,R00862,2026-06-17 06:21:24,188.99,GBP,880822.71,UGX,4660.6363,1.89,debit_card,mtn_momo,DV00414,GB.128.49.75,completed,
T0001374,U00070,R00152,2026-06-17 06:27:03,175.39,USD,657183.43,UGX,3746.9505,1.75,google_pay,airtel_money,DV00070,US.153.166.201,completed,
T0003180,U00150,R00310,2026-06-17 06:43:24,70.78,USD,1073.16,GHS,15.1609,0.71,debit_card,mtn_momo,DV00150,US.166.138.192,completed,
T0012262,U00559,R01128,2026-06-17 07:01:09,203.26,GBP,33872.96,KES,166.6494,2.03,apple_pay,bank,DV00559,GB.147.119.14,completed,
T0005206,U00244,R00499,2026-06-17 07:26:43,395.1,EUR,643660.34,NGN,1629.1116,3.95,debit_card,bank,DV00244,DE.116.11.92,completed,
T0008767,U00404,R00840,2026-06-17 07:33:07,341.26,EUR,48441.88,KES,141.9507,3.41,bank_transfer,bank,DV00404,DE.133.143.230,completed,
T0004169,U00196,R00409,2026-06-17 07:43:37,322.43,GBP,6141.8,GHS,19.0483,3.22,bank_transfer,mtn_momo,DV00196,GB.127.244.216,completed,
T0007703,U00360,R00736,2026-06-17 07:46:28,48.61,USD,6187.21,KES,127.27,0.5,debit_card,mpesa,DV00360,US.91.149.151,completed,
T0004658,U00218,R00450,2026-06-17 08:14:51,98.3,USD,147623.05,NGN,1501.6871,0.98,debit_card,bank,DV00218,US.4.133.93,completed,
T0007376,U00347,R00708,2026-06-17 08:17:36,367.95,USD,47047.57,KES,127.8628,3.68,bank_transfer,bank,DV00347,US.191.185.157,completed,
T0011745,U00536,R01083,2026-06-17 08:44:13,65.49,EUR,108812.41,NGN,1661.5152,0.65,bank_transfer,bank,DV00536,DE.19.39.32,completed,
T0010635,U00485,R00996,2026-06-17 08:57:58,265.76,EUR,37483.18,KES,141.0431,2.66,bank_transfer,bank,DV00485,DE.157.32.41,completed,
T0003141,U00149,R00309,2026-06-17 09:11:21,106.03,GBP,494972.98,UGX,4668.2836,1.06,google_pay,airtel_money,DV00149,GB.121.238.90,completed,
T0003196,U00151,R00313,2026-06-17 09:11:28,193.44,GBP,636231.53,TZS,3289.0572,1.93,debit_card,mpesa,DV00151,GB.121.109.151,completed,
T0012602,U00571,R01149,2026-06-17 09:14:28,274.44,GBP,1279749.17,UGX,4663.1269,2.74,google_pay,airtel_money,DV00571,GB.78.167.78,completed,
T0015613,U00715,R01439,2026-06-17 09:15:33,264.5,GBP,44107.03,KES,166.754,2.65,debit_card,bank,DV00715,GB.70.146.202,completed,
T0005947,U00280,R00566,2026-06-17 09:16:22,107.96,USD,284250.92,TZS,2632.8104,1.08,apple_pay,tigopesa,DV00280,US.77.197.55,completed,
T0004880,U00226,R00464,2026-06-17 09:29:48,231.08,GBP,37571.87,KES,162.5955,2.31,debit_card,mpesa,DV00226,GB.141.162.196,completed,
T0013591,U00617,R01244,2026-06-17 09:43:06,49.83,GBP,236968.91,UGX,4755.693,0.5,debit_card,airtel_money,DV00617,GB.174.172.84,completed,
T0005506,U00260,R00526,2026-06-17 09:44:35,279.22,GBP,1299663.47,UGX,4654.5464,2.79,bank_transfer,airtel_money,DV00260,GB.206.146.122,completed,
T0008773,U00405,R00843,2026-06-17 09:58:15,241.33,USD,881344.07,UGX,3651.9921,2.41,google_pay,mtn_momo,DV00405,US.17.1.185,completed,
T0004813,U00224,R00459,2026-06-17 09:58:55,111.34,GBP,368773.31,TZS,3312.2214,1.11,bank_transfer,mpesa,DV00224,GB.188.108.115,completed,
T0012261,U00559,R01128,2026-06-17 10:09:06,181.65,GBP,30128.25,KES,165.8602,1.82,google_pay,bank,DV00559,GB.68.2.176,completed,
T0002933,U00139,R00290,2026-06-17 10:14:05,211.25,USD,3195.21,GHS,15.1255,2.11,bank_transfer,mtn_momo,DV00139,US.37.247.84,completed,
T0005059,U00238,R00487,2026-06-17 10:18:55,156.02,EUR,435809.53,TZS,2793.2271,1.56,bank_transfer,mpesa,DV00238,DE.224.164.148,completed,
T0005371,U00252,R00511,2026-06-17 10:23:26,218.58,EUR,883292.43,UGX,4041.015,2.19,debit_card,airtel_money,DV00252,DE.254.15.110,completed,
T0014981,U00687,R01384,2026-06-17 10:36:24,268.59,GBP,879033.12,TZS,3272.8172,2.69,debit_card,tigopesa,DV00687,GB.112.132.27,failed,card_declined
T0002673,U00129,R00272,2026-06-17 10:41:45,28.22,EUR,3960.17,KES,140.3296,0.5,debit_card,bank,DV00129,DE.39.209.53,completed,
T0006830,U00321,R00656,2026-06-17 10:46:38,417.03,EUR,57680.78,KES,138.3138,4.17,apple_pay,mpesa,DV00321,DE.152.175.78,completed,
T0009149,U00420,R00871,2026-06-17 10:57:44,96.59,USD,1454.82,GHS,15.0611,0.97,bank_transfer,bank,DV00420,US.22.109.56,completed,
T0003623,U00168,R00350,2026-06-17 11:00:52,123.89,GBP,232329.37,NGN,1875.2134,1.24,apple_pay,bank,DV00168,GB.81.143.178,completed,
T0016170,U00739,R01492,2026-06-17 11:11:58,294.43,USD,37606.62,KES,127.7274,2.94,debit_card,mpesa,DV00739,US.78.31.2,completed,
T0014796,U00677,R01360,2026-06-17 11:41:54,244.56,USD,908766.84,UGX,3715.8529,2.45,apple_pay,airtel_money,DV00677,US.166.123.120,completed,
T0004256,U00200,R00417,2026-06-17 11:52:32,184.55,GBP,30886.06,KES,167.3619,1.85,google_pay,mpesa,DV00200,GB.192.92.151,completed,
T0003975,U00187,R00392,2026-06-17 11:53:45,206.99,USD,3112.7,GHS,15.0378,2.07,debit_card,bank,DV00187,US.224.197.244,failed,payout_provider_error
T0002004,U00099,R00207,2026-06-17 11:56:54,124.16,USD,16047.21,KES,129.2457,1.24,google_pay,bank,DV00099,US.10.250.156,completed,
T0017259,U00787,R01588,2026-06-17 12:06:49,61.92,GBP,1172.85,GHS,18.9417,0.62,debit_card,bank,DV00787,GB.134.17.22,completed,
T0001591,U00079,R00166,2026-06-17 12:15:42,159.61,EUR,448285.4,TZS,2808.651,1.6,debit_card,tigopesa,DV00079,DE.51.137.94,completed,
T0016425,U00749,R01512,2026-06-17 12:24:40,157.88,USD,237335.58,NGN,1503.2401,1.58,apple_pay,bank,DV00749,US.68.95.27,completed,
T0002708,U00130,R00274,2026-06-17 12:31:27,219.69,USD,819486.06,UGX,3730.1708,2.2,debit_card,airtel_money,DV00130,US.129.153.96,completed,
T0007589,U00355,R00726,2026-06-17 12:33:29,301.47,GBP,5666.31,GHS,18.7953,3.01,debit_card,mtn_momo,DV00355,GB.100.26.91,completed,
T0012036,U00548,R01108,2026-06-17 12:53:54,189.53,USD,24271.94,KES,128.0643,1.9,debit_card,mpesa,DV00548,US.243.109.120,completed,
T0004381,U00205,R00431,2026-06-17 13:05:40,218.3,GBP,418625.07,NGN,1917.6907,2.18,debit_card,bank,DV00205,GB.76.78.108,completed,
T0013621,U00618,R01245,2026-06-17 13:06:36,80.7,EUR,11467.01,KES,142.0999,0.81,bank_transfer,bank,DV00618,DE.196.155.222,completed,
T0001857,U00093,R00194,2026-06-17 13:18:58,279.8,GBP,535723.77,NGN,1914.6466,2.8,google_pay,bank,DV00093,GB.50.125.229,completed,
T0010835,U00493,R01008,2026-06-17 13:31:32,181.22,EUR,721403.28,UGX,3980.8724,1.81,google_pay,mtn_momo,DV00493,DE.42.92.123,completed,
T0005827,U00276,R00557,2026-06-17 13:36:36,327.47,GBP,54327.85,KES,165.9035,3.27,debit_card,mpesa,DV00276,GB.35.120.30,completed,
T0011541,U00528,R01071,2026-06-17 13:42:02,157.74,GBP,741699.73,UGX,4702.0343,1.58,debit_card,mtn_momo,DV00528,GB.53.80.181,completed,
T0009485,U00434,R00896,2026-06-17 13:51:49,141.0,USD,518165.96,UGX,3674.9709,1.41,debit_card,mtn_momo,DV00434,US.11.145.124,completed,
T0006219,U00294,R00595,2026-06-17 14:24:38,68.24,GBP,1306.28,GHS,19.142,0.68,debit_card,mtn_momo,DV00294,GB.22.184.234,completed,
T0004443,U00209,R00437,2026-06-17 14:34:25,62.46,GBP,1190.82,GHS,19.064,0.62,bank_transfer,mtn_momo,DV00209,GB.18.63.195,completed,
T0002710,U00130,R00274,2026-06-17 14:34:36,199.85,USD,745417.33,UGX,3729.8565,2.0,bank_transfer,airtel_money,DV00130,US.125.40.175,completed,
T0017644,U00687,R01384,2026-06-17 14:41:55,1.9,GBP,6189.21,TZS,3260.4481,0.5,debit_card,tigopesa,DVX2494,CN.43.220.244,failed,card_declined
T0017645,U00687,R01384,2026-06-17 14:43:55,6.69,GBP,21987.35,TZS,3288.7406,0.5,debit_card,tigopesa,DVX2494,CN.127.69.148,failed,card_declined
T0017646,U00687,R01384,2026-06-17 14:45:55,7.86,GBP,25695.12,TZS,3270.0457,0.5,debit_card,tigopesa,DVX2494,CN.225.7.90,completed,
T0017647,U00687,R01384,2026-06-17 14:47:55,5.94,GBP,19877.05,TZS,3349.0236,0.5,debit_card,tigopesa,DVX2494,CN.132.144.181,failed,card_declined
T0017648,U00687,R01384,2026-06-17 14:49:55,2.46,GBP,8154.38,TZS,3314.4589,0.5,debit_card,tigopesa,DVX2494,CN.246.18.238,failed,card_declined
T0017649,U00687,R01384,2026-06-17 14:51:55,6.69,GBP,22289.58,TZS,3333.9085,0.5,debit_card,tigopesa,DVX2494,CN.240.125.28,completed,
T0017650,U00687,R01384,2026-06-17 14:53:55,1.4,GBP,4688.35,TZS,3338.7079,0.5,debit_card,tigopesa,DVX2494,CN.138.49.215,failed,card_declined
T0016062,U00734,R01480,2026-06-17 14:54:16,187.91,GBP,3551.52,GHS,18.9004,1.88,debit_card,mtn_momo,DV00734,GB.150.113.35,completed,
T0011559,U00529,R01072,2026-06-17 15:01:11,244.12,USD,898518.61,UGX,3680.6949,2.44,debit_card,mtn_momo,DV00529,US.156.210.63,completed,
